WEEK 11,,
underpay,"# to pay someone too little money, especially for their work | opposite: overpay
= > Whenever Fritz was a bit discouraged or upset, he thought about his overworked and underpaid father.",
bridge,"# noun. 1. a structure that is built over a road, railroad, river, etc so that people or vehicle can cross from one side to the other
– > We crossed the bridge over the Ohio river.
# 2. {connection} a thing that provides a connection or contact between two different things
– > The book serves as a bridge between ancient wisdom and modern science.
= > His wife Paige kept busy with, among other things, her bridge club.",
content,"# verb. 1. to accept and satisfied with something and not try to have or do something better
= > Fritz was content with his own Friday night poker group.",
genuine,"# adjective. 1. real. exactly what is appears to be; not artificial | synonym: authentic
= > Fritz was a genuinely nice guy. He never had a bad word to say about anyone.",
dull,"# {boring} not interesting or exciting | synonym: dreary 
– Life in a small town could be really dull.
= > Some people might have thought he was a little dull, but he was intelligent, a hard worker and a team player.",
farewell,"# noun. the act of saying goodbye to someone 
– > Maria raised her hand in farewell.
= > When he returned from lunch, the whole office gathered around for cake, ice cream and farewell card, and a few short speeches.",
paperback,"# a book that has a thick paper cover
– > When is it coming out in paperback?
= > The presented him with various going-away gifts, including a big paperback US atlas.",
atlas,"# a book of map
– > a world atlas",
campground,"# a place where people on vacation can put up their tents, park their camper, etc often with toilet, water, etc
= > It listed all the motels, campground, national park, tourist spots, and other information to help guide a leisurely traveler throughout the good old USA.",
leisure,"# time that is spent doing what you enjoy when you are not working or studying
– > These days we have more money and more leisure to enjoy it.",
leisurely,"# adverb. done without hurrying
– > a leisurely meal",
sought,"# pt and pp of seek
= > If you had sought divorce a year earlier, like her boyfriend has suggested, she would not have been able to qualify for 50 percent of Fritz’s pension.",
pension,"# noun. an amount of money paid regularly by a company or government to someone who is considered to be too old or too sick to work
– > to receive a retirement pension ",
immobile,"# 1. not moving | synonym: motionless
– > She stood immobile by the window.
# 2. unable to move
– > His illness has left him completely immobile.
= > Fritz sat immobile on the edge of the bed.",
,,
lesson,# 100. Get Me a Caffe Latte or Go to Jail,
